sample_id,split,kind,speech_speaker,speech_file,music_track_id,music_license,snr_db,npy_path
40,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149214/2086-149214-0004.flac,,,,/tmp/phi1/dataset/000040.npy
41,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275156/8297-275156-0013.flac,,,,/tmp/phi1/dataset/000041.npy
42,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0034.flac,,,,/tmp/phi1/dataset/000042.npy
43,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/111771/7850-111771-0002.flac,,,,/tmp/phi1/dataset/000043.npy
44,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/110523/7976-110523-0013.flac,,,,/tmp/phi1/dataset/000044.npy
45,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/50561/174-50561-0008.flac,,,,/tmp/phi1/dataset/000045.npy
46,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275156/8297-275156-0009.flac,,,,/tmp/phi1/dataset/000046.npy
47,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153954/2412-153954-0010.flac,,,,/tmp/phi1/dataset/000047.npy
48,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0025.flac,,,,/tmp/phi1/dataset/000048.npy
49,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/64257/6345-64257-0001.flac,,,,/tmp/phi1/dataset/000049.npy
50,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/50561/174-50561-0015.flac,,,,/tmp/phi1/dataset/000050.npy
51,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93302/6345-93302-0001.flac,,,,/tmp/phi1/dataset/000051.npy
52,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43358/5536-43358-0018.flac,,,,/tmp/phi1/dataset/000052.npy
53,train,clean_speech,84,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/84/121550/84-121550-0020.flac,,,,/tmp/phi1/dataset/000053.npy
54,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/105575/7976-105575-0008.flac,,,,/tmp/phi1/dataset/000054.npy
55,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/66129/6313-66129-0021.flac,,,,/tmp/phi1/dataset/000055.npy
56,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0020.flac,,,,/tmp/phi1/dataset/000056.npy
57,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0005.flac,,,,/tmp/phi1/dataset/000057.npy
58,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83699/2428-83699-0007.flac,,,,/tmp/phi1/dataset/000058.npy
59,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/64726/6319-64726-0019.flac,,,,/tmp/phi1/dataset/000059.npy
60,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/73752/7850-73752-0010.flac,,,,/tmp/phi1/dataset/000060.npy
61,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153947/2412-153947-0015.flac,,,,/tmp/phi1/dataset/000061.npy
62,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/286674/7850-286674-0014.flac,,,,/tmp/phi1/dataset/000062.npy
63,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147149/1993-147149-0029.flac,,,,/tmp/phi1/dataset/000063.npy
64,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93306/6345-93306-0013.flac,,,,/tmp/phi1/dataset/000064.npy
65,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64025/5694-64025-0023.flac,,,,/tmp/phi1/dataset/000065.npy
66,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0025.flac,,,,/tmp/phi1/dataset/000066.npy
67,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/57405/6319-57405-0005.flac,,,,/tmp/phi1/dataset/000067.npy
68,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0012.flac,,,,/tmp/phi1/dataset/000068.npy
69,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93306/6345-93306-0023.flac,,,,/tmp/phi1/dataset/000069.npy
70,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/64257/6345-64257-0003.flac,,,,/tmp/phi1/dataset/000070.npy
71,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/147956/1988-147956-0026.flac,,,,/tmp/phi1/dataset/000071.npy
72,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0057.flac,,,,/tmp/phi1/dataset/000072.npy
73,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/73752/7850-73752-0006.flac,,,,/tmp/phi1/dataset/000073.npy
74,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0040.flac,,,,/tmp/phi1/dataset/000074.npy
75,train,clean_speech,84,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/84/121550/84-121550-0013.flac,,,,/tmp/phi1/dataset/000075.npy
76,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93306/6345-93306-0017.flac,,,,/tmp/phi1/dataset/000076.npy
77,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/302203/8842-302203-0010.flac,,,,/tmp/phi1/dataset/000077.npy
78,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153954/2412-153954-0004.flac,,,,/tmp/phi1/dataset/000078.npy
79,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/275224/6319-275224-0006.flac,,,,/tmp/phi1/dataset/000079.npy
80,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275155/8297-275155-0032.flac,,,,/tmp/phi1/dataset/000080.npy
81,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0022.flac,,,,/tmp/phi1/dataset/000081.npy
82,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/147956/1988-147956-0022.flac,,,,/tmp/phi1/dataset/000082.npy
83,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149214/2086-149214-0001.flac,,,,/tmp/phi1/dataset/000083.npy
84,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43359/5536-43359-0003.flac,,,,/tmp/phi1/dataset/000084.npy
85,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275154/8297-275154-0004.flac,,,,/tmp/phi1/dataset/000085.npy
86,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149214/2086-149214-0003.flac,,,,/tmp/phi1/dataset/000086.npy
87,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/275224/6319-275224-0001.flac,,,,/tmp/phi1/dataset/000087.npy
88,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0025.flac,,,,/tmp/phi1/dataset/000088.npy
89,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275154/8297-275154-0014.flac,,,,/tmp/phi1/dataset/000089.npy
90,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0006.flac,,,,/tmp/phi1/dataset/000090.npy
91,train,clean_speech,6295,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6295/64301/6295-64301-0003.flac,,,,/tmp/phi1/dataset/000091.npy
92,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0007.flac,,,,/tmp/phi1/dataset/000092.npy
93,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/281318/7850-281318-0013.flac,,,,/tmp/phi1/dataset/000093.npy
94,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0025.flac,,,,/tmp/phi1/dataset/000094.npy
95,train,clean_speech,3752,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3752/4944/3752-4944-0020.flac,,,,/tmp/phi1/dataset/000095.npy
96,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/66129/6313-66129-0014.flac,,,,/tmp/phi1/dataset/000096.npy
97,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0005.flac,,,,/tmp/phi1/dataset/000097.npy
98,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0054.flac,,,,/tmp/phi1/dataset/000098.npy
99,train,clean_speech,3170,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3170/137482/3170-137482-0030.flac,,,,/tmp/phi1/dataset/000099.npy
100,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/275224/6319-275224-0019.flac,,,,/tmp/phi1/dataset/000100.npy
101,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0041.flac,,,,/tmp/phi1/dataset/000101.npy
102,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/130726/652-130726-0024.flac,,,,/tmp/phi1/dataset/000102.npy
103,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/64257/6345-64257-0011.flac,,,,/tmp/phi1/dataset/000103.npy
104,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0031.flac,,,,/tmp/phi1/dataset/000104.npy
105,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/141231/1272-141231-0001.flac,,,,/tmp/phi1/dataset/000105.npy
106,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0029.flac,,,,/tmp/phi1/dataset/000106.npy
107,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0003.flac,,,,/tmp/phi1/dataset/000107.npy
108,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/61946/6241-61946-0006.flac,,,,/tmp/phi1/dataset/000108.npy
109,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/129742/652-129742-0016.flac,,,,/tmp/phi1/dataset/000109.npy
110,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64038/5694-64038-0017.flac,,,,/tmp/phi1/dataset/000110.npy
111,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147149/1993-147149-0025.flac,,,,/tmp/phi1/dataset/000111.npy
112,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153954/2412-153954-0009.flac,,,,/tmp/phi1/dataset/000112.npy
113,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0011.flac,,,,/tmp/phi1/dataset/000113.npy
114,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0048.flac,,,,/tmp/phi1/dataset/000114.npy
115,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/135031/1272-135031-0015.flac,,,,/tmp/phi1/dataset/000115.npy
116,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0023.flac,,,,/tmp/phi1/dataset/000116.npy
117,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0011.flac,,,,/tmp/phi1/dataset/000117.npy
118,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0033.flac,,,,/tmp/phi1/dataset/000118.npy
119,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/130726/652-130726-0034.flac,,,,/tmp/phi1/dataset/000119.npy
120,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0050.flac,,,,/tmp/phi1/dataset/000120.npy
121,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/302196/8842-302196-0001.flac,,,,/tmp/phi1/dataset/000121.npy
122,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0006.flac,,,,/tmp/phi1/dataset/000122.npy
123,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0016.flac,,,,/tmp/phi1/dataset/000123.npy
124,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0013.flac,,,,/tmp/phi1/dataset/000124.npy
125,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0011.flac,,,,/tmp/phi1/dataset/000125.npy
126,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/141231/1272-141231-0010.flac,,,,/tmp/phi1/dataset/000126.npy
127,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/168635/174-168635-0018.flac,,,,/tmp/phi1/dataset/000127.npy
128,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/73752/7850-73752-0003.flac,,,,/tmp/phi1/dataset/000128.npy
129,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/61943/6241-61943-0014.flac,,,,/tmp/phi1/dataset/000129.npy
130,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0004.flac,,,,/tmp/phi1/dataset/000130.npy
131,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0038.flac,,,,/tmp/phi1/dataset/000131.npy
132,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/281318/7850-281318-0021.flac,,,,/tmp/phi1/dataset/000132.npy
133,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0001.flac,,,,/tmp/phi1/dataset/000133.npy
134,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0012.flac,,,,/tmp/phi1/dataset/000134.npy
135,train,clean_speech,6295,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6295/244435/6295-244435-0033.flac,,,,/tmp/phi1/dataset/000135.npy
136,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147149/1993-147149-0009.flac,,,,/tmp/phi1/dataset/000136.npy
137,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/66125/6313-66125-0015.flac,,,,/tmp/phi1/dataset/000137.npy
138,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0033.flac,,,,/tmp/phi1/dataset/000138.npy
139,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/50561/174-50561-0016.flac,,,,/tmp/phi1/dataset/000139.npy
140,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149214/2086-149214-0002.flac,,,,/tmp/phi1/dataset/000140.npy
141,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34615/5895-34615-0020.flac,,,,/tmp/phi1/dataset/000141.npy
142,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0022.flac,,,,/tmp/phi1/dataset/000142.npy
143,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0005.flac,,,,/tmp/phi1/dataset/000143.npy
144,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/110523/7976-110523-0006.flac,,,,/tmp/phi1/dataset/000144.npy
145,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/304647/8842-304647-0004.flac,,,,/tmp/phi1/dataset/000145.npy
146,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143396/1673-143396-0010.flac,,,,/tmp/phi1/dataset/000146.npy
147,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34622/5895-34622-0011.flac,,,,/tmp/phi1/dataset/000147.npy
148,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83699/2428-83699-0000.flac,,,,/tmp/phi1/dataset/000148.npy
149,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0050.flac,,,,/tmp/phi1/dataset/000149.npy
150,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0011.flac,,,,/tmp/phi1/dataset/000150.npy
151,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0009.flac,,,,/tmp/phi1/dataset/000151.npy
152,train,clean_speech,251,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/251/118436/251-118436-0002.flac,,,,/tmp/phi1/dataset/000152.npy
153,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0033.flac,,,,/tmp/phi1/dataset/000153.npy
